frame,gt_v0_x,gt_v0_y,gt_v0_z,gt_v1_x,gt_v1_y,gt_v1_z,gt_v2_x,gt_v2_y,gt_v2_z,gt_v3_x,gt_v3_y,gt_v3_z,gt_v4_x,gt_v4_y,gt_v4_z,gt_v5_x,gt_v5_y,gt_v5_z,gt_v6_x,gt_v6_y,gt_v6_z,gt_v7_x,gt_v7_y,gt_v7_z,gt_center_x,gt_center_y,gt_center_z,noisy_v0_x,noisy_v0_y,noisy_v0_z,noisy_v1_x,noisy_v1_y,noisy_v1_z,noisy_v2_x,noisy_v2_y,noisy_v2_z,noisy_v3_x,noisy_v3_y,noisy_v3_z,noisy_v4_x,noisy_v4_y,noisy_v4_z,noisy_v5_x,noisy_v5_y,noisy_v5_z,noisy_v6_x,noisy_v6_y,noisy_v6_z,noisy_v7_x,noisy_v7_y,noisy_v7_z,noisy_center_x,noisy_center_y,noisy_center_z,kabsch_v0_x,kabsch_v0_y,kabsch_v0_z,kabsch_v1_x,kabsch_v1_y,kabsch_v1_z,kabsch_v2_x,kabsch_v2_y,kabsch_v2_z,kabsch_v3_x,kabsch_v3_y,kabsch_v3_z,kabsch_v4_x,kabsch_v4_y,kabsch_v4_z,kabsch_v5_x,kabsch_v5_y,kabsch_v5_z,kabsch_v6_x,kabsch_v6_y,kabsch_v6_z,kabsch_v7_x,kabsch_v7_y,kabsch_v7_z,kabsch_center_x,kabsch_center_y,kabsch_center_z,opt_no_filter_v0_x,opt_no_filter_v0_y,opt_no_filter_v0_z,opt_no_filter_v1_x,opt_no_filter_v1_y,opt_no_filter_v1_z,opt_no_filter_v2_x,opt_no_filter_v2_y,opt_no_filter_v2_z,opt_no_filter_v3_x,opt_no_filter_v3_y,opt_no_filter_v3_z,opt_no_filter_v4_x,opt_no_filter_v4_y,opt_no_filter_v4_z,opt_no_filter_v5_x,opt_no_filter_v5_y,opt_no_filter_v5_z,opt_no_filter_v6_x,opt_no_filter_v6_y,opt_no_filter_v6_z,opt_no_filter_v7_x,opt_no_filter_v7_y,opt_no_filter_v7_z,opt_no_filter_center_x,opt_no_filter_center_y,opt_no_filter_center_z,opt_v0_x,opt_v0_y,opt_v0_z,opt_v1_x,opt_v1_y,opt_v1_z,opt_v2_x,opt_v2_y,opt_v2_z,opt_v3_x,opt_v3_y,opt_v3_z,opt_v4_x,opt_v4_y,opt_v4_z,opt_v5_x,opt_v5_y,opt_v5_z,opt_v6_x,opt_v6_y,opt_v6_z,opt_v7_x,opt_v7_y,opt_v7_z,opt_center_x,opt_center_y,opt_center_z
0,2.5,-0.5,-0.5,3.5,-0.5,-0.5,3.5,0.5,-0.5,2.5,0.5,-0.5,2.5,-0.5,0.5,3.5,-0.5,0.5,3.5,0.5,0.5,2.5,0.5,0.5,3.0,0.0,0.0,2.64901424590337,-0.5414792903513554,-0.30569343856979225,3.9569089569224074,-0.5702460124170008,-0.5702410870847542,3.9737638446522174,0.7302304187458726,-0.6408423157804857,2.6627680130757896,0.3609746921562613,-0.639718926071077,2.57258868146981,-1.0739840733973394,-0.017475349753909852,3.3313137412277083,-0.8038493361003272,0.5942741997785822,3.2275927773436366,0.07630888959941257,0.9396946306764662,2.432267109854039,0.5202584614063771,0.07257554413596295,3.100777171306122,-0.16272328129476238,-0.07092834283362595,2.844109446826553,-0.5974742570118436,-0.7745711984951653,3.7810895817012273,-0.5633316949228512,-0.426860812823072,3.6964104982934645,0.4244013440827146,-0.29566288414258224,2.75943036341879,0.39025878199372216,-0.6433732698146756,2.5051438443187797,-0.7498479066722394,0.15380619847533036,3.442123979193454,-0.7157053445832469,0.5015165841474237,3.357444895785691,0.27202769442231883,0.6327145128279135,2.420464760911017,0.23788513233332642,0.28500412715582,3.100777171306122,-0.1627232812947624,-0.07092834283362592,2.736022356230976,-0.5606820106864986,-0.763668144728732,3.6990453718230896,-0.4673477062001974,-0.5109323557198748,3.5698455824322917,0.5158148026620729,-0.38170814905169814,2.606822566840178,0.4224804981757717,-0.6344439380605553,2.499603055281911,-0.7177813065910462,0.19519875185548663,3.4626260708740246,-0.624447002104745,0.4479345408643438,3.3334262814832267,0.3587155067575253,0.5771587475325205,2.370403265891113,0.2653812022712241,0.3244229585236633,3.0347243188571014,-0.10098325196448663,-0.09325469859810576,2.736200068075195,-0.5607656316180026,-0.7637782417126803,3.699199787007845,-0.4674703220637928,-0.5109393077036538,3.5700425178145547,0.5157084064324076,-0.3817960243044525,2.6070427988819045,0.4224130968781978,-0.6346349583134789,2.499662669023441,-0.7177865634958216,0.1950723649002856,3.462662387956091,-0.6244912539416116,0.44791129890931214,3.3335051187628006,0.3586874745545887,0.5770545823085135,2.370505399830151,0.2653921650003789,0.3242156482994869,3.034852593418998,-0.10103907853170695,-0.0933618297020834
1,2.475486068003592,-0.40313736289791596,-0.38441560040412204,3.4736699596543907,-0.39079981507791794,-0.44337917698031015,3.4623801666512395,0.6089731713784319,-0.4253094197573327,2.464196275000441,0.5966356235584339,-0.3663458431811445,2.5346591955431497,-0.4205086169096621,0.6136809783452729,3.5328430871939482,-0.40817106908966416,0.5547174017690846,3.521553294190797,0.5916019173666858,0.5727871589920621,2.5233694025399984,0.5792643695466877,0.6317507355682503,2.9985196810971946,0.09423227723438489,0.09418577929397004,2.3121712506460375,-0.36986058598495614,-0.7297136736308129,3.586379365158092,-0.5709914220535595,-0.5308873019182931,3.2818681829824206,1.1646566267311131,-0.4293585871787129,2.146882996313671,0.8433990971893905,-0.7325989381724511,2.5973182740445764,-1.0084096540735947,0.2152251636757438,3.5919014579546853,-0.18663109509104103,0.6061278861260757,3.4868588094743247,0.5012708086898991,0.1292305618818339,2.307416140021586,0.4410727382587515,0.948887403433925,2.9138495595744245,0.10181331420825036,-0.06538593572283646,2.4805969729087485,-0.39135364185224775,-0.6302563187289941,3.4606785035144614,-0.19622044463741162,-0.6671782459576461,3.275456686566079,0.7689954628626744,-0.48264876203942486,2.295375155960366,0.5738622656478383,-0.44572683481077296,2.55224243258277,-0.5653688344461737,0.35187689059375193,3.532323963188483,-0.37023563723133757,0.31495496336510004,3.3471021462401005,0.5949802702687484,0.4994844472833212,2.3670206156343876,0.3998470730539123,0.5364063745119731,2.9138495595744245,0.10181331420825036,-0.06538593572283649,2.588438833982627,-0.4324694694012971,-0.5692196399426075,3.578903261560784,-0.3451430344401358,-0.4626630284196783,3.4816250686857453,0.6458460765391716,-0.37058949741641545,2.4911606411075886,0.5585196415780103,-0.4771461089393447,2.490882845477353,-0.5340306611893815,0.42081478038294007,3.4813472730555097,-0.44670422622822015,0.5273713919058693,3.3840690801804714,0.5442848847510872,0.6194449229091321,2.3936046526023143,0.4569584497899259,0.5128883113862028,2.986253957081549,0.055907707674895044,0.025112641483262282,2.601442553485396,-0.4370735248783467,-0.575790290414122,3.590879938695325,-0.36943803780755424,-0.4475752303094864,3.5118706202663557,0.6237365638802402,-0.36177465826197286,2.5224332350564267,0.5561010768094478,-0.48998971836660843,2.4799057757169845,-0.5320980030457513,0.41223762427183674,3.4693431609269134,-0.46446251597495886,0.5404526843764723,3.390333842497944,0.5287120857128356,0.6262532564239859,2.400896457288015,0.4610765986420431,0.4980381963193503,2.99588819799167,0.04581928041724445,0.025231483004931943
2,2.4492913177045263,-0.3070242179757512,-0.2678379654646546,3.4420340516576737,-0.2813500581836642,-0.3853228653548112,3.4205467761233863,0.7177427835604793,-0.3485561607740971,2.4278040421702385,0.6920686237683924,-0.23107126088394048,2.5676135944462426,-0.34099966638459905,0.7245558614670099,3.5603563283993904,-0.3153255065925121,0.6070709615768533,3.5388690528651026,0.6837673351516315,0.6438376661575673,2.546126318911955,0.6580931753595445,0.761322566047724,2.9940801852848145,0.18837155858794014,0.1879998503464564,2.552376804575065,-0.8359362645845714,-0.1706127746462161,3.3265093675327786,-0.48442665827545184,-0.20181997870255083,3.7298466328721718,0.9971268192953389,-0.6003214177408887,2.3350403294148743,0.7914476531894616,0.06159227725276728,2.423861323092656,-0.3966973593837442,0.39265536926520145,3.2014943411751893,-0.07156775987425268,1.0139429701481002,3.5172660163910026,0.9848272045192388,0.7523284736718576,2.352590392530418,0.7665118570120687,1.2227335359875147,2.929873150948019,0.21891068648726097,0.3088123069044732,2.463062664967763,-0.33901679893846537,-0.16108650261242974,3.46025092406182,-0.26539663028491367,-0.17507387879189668,3.3860693092687963,0.7308278004984927,-0.22017345237055258,2.3888810501747395,0.6572076318449411,-0.2061860761910857,2.473676992627242,-0.29300642752397077,0.837798066179499,3.470865251721299,-0.21938625887041918,0.8238106900000322,3.3966836369282754,0.7768381719129873,0.7787111164213761,2.399495377834218,0.7032180032594356,0.7926984926008431,2.929873150948019,0.21891068648726097,0.30881230690447325,2.487700878966342,-0.3096933392032251,-0.3749403128389484,3.486640850698401,-0.2637464065328411,-0.37214527184880647,3.440612111042852,0.7339905084294378,-0.3231309510101335,2.4416721393107927,0.6880435757590537,-0.32592599200027544,2.4871642210911036,-0.358784355690337,0.6238538521913581,3.486104192823163,-0.31283742301995293,0.6266488931815,3.4400754531676134,0.6848994919423259,0.675663214020173,2.4411354814355546,0.6389525592719418,0.672868173030031,2.963888166066978,0.18760307636955037,0.15036145059061232,2.4922547564551696,-0.31337151894779336,-0.38441437132695333,3.4915233499033076,-0.2762372204102683,-0.37528628169625144,3.4539467322556963,0.72157838661421,-0.3209538587377937,2.4546781388075587,0.684444088076685,-0.3300819483684956,2.4851642025737437,-0.36800720555002675,0.6140668081627539,3.4844327960218813,-0.3308729070125017,0.6231948977934558,3.4468561783742704,0.6669427000119768,0.6775273207519136,2.4475875849261324,0.6298084014744517,0.6683992311212117,2.96955546741472,0.1767855905320917,0.14655647471248012
3,2.4215059883996113,-0.21176125927636136,-0.15072717384744883,3.405203989070263,-0.17180405687462996,-0.32606018686208316,3.374651786281617,0.8261581932092015,-0.27004313309827177,2.3909537856109657,0.7862009908074701,-0.09471012008363744,2.5987200013368628,-0.2615083132981157,0.8321870768554456,3.5824180020075143,-0.2215511108963843,0.6568540638408112,3.5518657992188687,0.7764111391874472,0.7128711176046226,2.568167798548217,0.7364539367857158,0.888204130619257,2.98668589380924,0.2823249399555429,0.2810719718785869,2.4107581766666257,0.25763183746784046,-0.9366507050743721,3.65177474038283,-0.1456899364031786,-0.4157623920018434,3.4021800192422678,0.22988751882893366,-0.3359446994495253,2.4980875570644896,1.2295692042299249,-0.2501911855657316,2.3561719204689067,-0.4120354263734767,1.1068077121660678,3.6810433349054197,-0.38047917202649595,0.8108342937748181,3.5809890640232807,1.067004636347314,0.5022551894414169,2.4698691545688867,0.6188214908460685,0.4491496461796214,3.0063592459153385,0.30808876911461625,0.11631223243380645,2.4675333935934365,-0.117152511895245,-0.41173753207202896,3.463427081441951,-0.20761477764089042,-0.40822455902205396,3.5535685291231727,0.7868461828852131,-0.354169796054911,2.5576748412746584,0.8773084486308586,-0.357682769104886,2.4591499627075044,-0.17066864465598064,0.5867942609225238,3.4550436505560187,-0.26113091040162606,0.5903072339724988,3.5451850982372406,0.7333300501244775,0.6443619969396419,2.549291410388726,0.8237923158701229,0.6408490238896669,3.0063592459153385,0.30808876911461625,0.11631223243380645,2.4235889974243165,-0.19059818495360165,-0.21468861445146065,3.4202320275292593,-0.1904263645695468,-0.2965582731840715,3.423297323457673,0.80879195740973,-0.2571457246520434,2.42665429335273,0.8086201370256751,-0.17527606591943246,2.5054014323233575,-0.23012938147829404,0.7811748350220182,3.5020444624283003,-0.2299575610942392,0.6993051762894074,3.505109758356714,0.7692607608850377,0.7387177248214356,2.508466728251771,0.7690889405009829,0.8205873835540465,2.9643493778905152,0.289331287965718,0.26201455518498745,2.418377776907929,-0.19765499047952123,-0.20065614007812416,3.4133440531511856,-0.1858686956966738,-0.30017092487877206,3.4062730721334042,0.8129725879084652,-0.2525674439820502,2.4113067958901477,0.8011862931256177,-0.15305265918140232,2.518338320954436,-0.24431518144923559,0.7932405930951951,3.5133045971976924,-0.23252888666638816,0.6937258082945472,3.506233616179911,0.7663123969387509,0.7413292891912691,2.5112673399366545,0.7545261021559033,0.840844073991917,2.96230569654392,0.2843287032296148,0.27033657455657245
4,2.3922178514723433,-0.11744637574746664,-0.033545408344186234,3.3633032387057735,-0.06231606874241408,-0.2658250242195944,3.32485443906605,0.9340696046617649,-0.19008019178090252,2.3537690518326193,0.8789392976567124,0.04219942409450561,2.627833768820817,-0.18207020327593937,0.9361498532754668,3.5989191560542477,-0.12693989627088687,0.7038702374000587,3.5604703564145237,0.8694457771332922,0.7796150698387505,2.5893849691810935,0.8143154701282396,1.0118946857141586,2.9763441039434335,0.3759997006929128,0.37303483074728216,2.481053934591716,-0.03912979409349984,-0.032011371351447965,3.2929270986932293,-0.4869272913575383,-0.39201862104920215,3.222040084108019,0.6933864238952793,-0.23846590528070527,2.474984308876981,1.4447950680198716,0.0945727679440573,2.7050988860376464,-0.20440397800578952,0.3605184886857544,3.5909649934194827,-0.10887083328857894,1.4428428711456447,3.502762066980187,0.9599099798333759,0.7692015389271775,2.238781557895234,1.1571623144827456,1.237474595520191,2.9385766163253115,0.42699023618573323,0.40526429556768373,2.3682286335631106,-0.02390990137597193,-0.06525907739685183,3.3628822486539525,-0.09532538185756151,-0.13985140363959792,3.4358723864649106,0.9018338526509403,-0.1212529946550649,2.441218771374069,0.9732493331325298,-0.046660668412318695,2.4412808461857125,-0.047853380279473834,0.9317815857904324,3.435934461276554,-0.1192688607610633,0.8571892595476862,3.5089245990875124,0.8778903737474384,0.8757876685322192,2.5142709839966706,0.949305854229028,0.9503799947749654,2.9385766163253115,0.42699023618573323,0.40526429556768373,2.381113324202196,-0.0967586494487035,-0.04152020601134776,3.363982722308118,-0.10450663255231823,-0.22566068234593356,3.383119459742151,0.8934991519409503,-0.16550887939409636,2.4002500616362283,0.901247135044565,0.018631596940489492,2.564420529590535,-0.15940386375755455,0.9395374098180771,3.5472899276964576,-0.16715184686116924,0.7553969334834914,3.56642666513049,0.8308539376320992,0.8155487364353285,2.583557267024568,0.838601920735714,0.9996892127699144,2.973769994666343,0.3670476440916979,0.3870142652119904,2.3781485163985305,-0.09415537431472265,-0.03249902203193883,3.358664226082946,-0.09078667079172936,-0.22891082131762625,3.368792852283125,0.9068693637210056,-0.1612362490498876,2.3882771425987097,0.9035006601980122,0.03517555023579988,2.574327908775416,-0.16250073726568315,0.9456842723304917,3.5548436184598313,-0.1591320337426898,0.7492724730448042,3.5649722446600105,0.8385240007700451,0.8169470453125429,2.5844565349755952,0.8351552972470517,1.0133588445982302,2.9715603805292705,0.3721843132276612,0.392224011640302
5,2.3615118855968293,-0.02417453934063757,0.08324486815194809,3.3164665554613952,0.0469590529494755,-0.20485509809546654,3.2713206536340325,1.0413283866825462,-0.10898291401977622,2.3163659837694666,0.9701947943924332,0.17911705222763846,2.654809389936794,-0.10272159644116097,1.0360338971446184,3.60976405980136,-0.0315880041510479,0.7479339308972037,3.5646181579739973,0.9627813295820229,0.843806114972894,2.6096634881094314,0.8916477372919098,1.1319060812203086,2.9630650217854133,0.46930339512069263,0.4635254915624211,2.5988214697097436,-0.29699077577905925,0.5040831614327779,2.8959112366237107,0.2230161810895566,0.45228158964752696,2.974159756094826,0.8714390678017147,-0.07908750449348385,2.1653232875346067,0.5049957650725934,0.19968594466944667,2.3361182758189627,0.03935613274939351,0.7602066268744774,4.074744381306622,-0.26656399185191904,0.6513154760355011,3.808673323184898,0.5935220346518364,0.9120440953541329,3.00180631439416,0.4094027669235416,1.18729623878,2.981944755583441,0.25977214758220724,0.5734782035375473,2.335686697706498,-0.24946261317812313,0.3032366799655932,3.2107742327126267,-0.1293543490397589,-0.1655871792422835,3.1482888770097133,0.859292465108327,-0.02893778408255465,2.2732013420035844,0.739184200969963,0.4398860751253221,2.815600634157169,-0.33974816994391255,1.1758941911576493,3.690688169163298,-0.21963990580554843,0.7070703319497725,3.6282028134603843,0.7690069083425376,0.8437197271095014,2.7531152784542554,0.6488986442041733,1.312543586317378,2.981944755583441,0.25977214758220724,0.5734782035375472,2.3595404412266294,-0.017734560651488374,0.12498988645540626,3.3146541278652113,0.0054562067065690445,-0.17034049448262245,3.3253790076737135,0.999026843349563,-0.05763571661615774,2.3702653210351317,0.9758360759915055,0.23769466432187103,2.6555857461188874,-0.12854781938066956,1.0737140819627569,3.6106994327574693,-0.10535705202261209,0.7783837010247282,3.6214243125659715,0.8882135846203818,0.891088478891193,2.6663106259273897,0.8650228172623244,1.1864188598292218,2.9904823768963005,0.4352395119844467,0.5080391826732996,2.3612491721166484,-0.002711019494902045,0.1156785618622691,3.3207834714040754,0.015681264985947407,-0.16531192260751215,3.3330096159863,1.0098838340606962,-0.0584860220317438,2.3734753166988733,0.9914915495798466,0.22250446243803745,2.642575406015376,-0.10864956543897719,1.0694251605999074,3.6021097053028024,-0.09025728095812768,0.7884346761301262,3.6143358498850273,0.903945288116621,0.8952605767058945,2.6548015505976004,0.8855530036357715,1.1762510611756758,2.987792511000838,0.4506171343108595,0.5054695692840818
6,2.329469971572403,0.06796229619147093,0.1991827377760259,3.264839480708493,0.15586619679256952,-0.143391028933602,3.21422240175965,1.1477873854345808,-0.027071353720394042,2.27885289262356,1.0598834848334822,0.31550241298923387,2.679501102612482,-0.023499497920233203,1.131445011774428,3.614870611748572,0.06440440268086545,0.7888712450647999,3.564253532799729,1.0563255913228766,0.9051909202780078,2.6288840236636393,0.9684216907217781,1.2477646869876358,2.946861752186066,0.5621439437571738,0.5521868290270169,2.4074348098469303,0.302509157724664,-0.17190247548739868,2.86870249678321,0.3124486664776388,-0.05429562696364619,3.2893702568634127,1.2517218482836736,-0.23107877019394127,2.348529001771861,1.1478052268230865,0.10119698758132353,3.239233455955909,0.11865037835330305,0.7740539626136334,3.811836694338721,-0.22800009838733098,1.0249966261875354,3.91183220650195,0.8101208958173635,1.1942037590513044,2.7527183017445886,1.215039738720125,1.8168025817838198,3.0787071529758223,0.6162869767265655,0.5567471305715788,2.3947671499389394,0.24387544563148994,0.17788604289783716,3.3261945421283152,0.24611702269630037,-0.18603426213001129,3.408043484753624,1.219189014678884,0.02944578105302964,2.4766160925642486,1.2169474376140736,0.39336608608087803,2.7493708211980206,0.013384938774246957,1.0840484800901278,3.680798213387396,0.015626515839057387,0.7201281750622794,3.7626471560127053,0.988698507821641,0.9356082182453204,2.8312197638233294,0.9864569307568307,1.2995285232731688,3.0787071529758223,0.6162869767265655,0.5567471305715787,2.3521150623272513,0.080143305666589,0.2509624733782775,3.281426257701338,0.141967346837085,-0.11312335453285483,3.282562470390493,1.1273714159838044,0.0571045207690839,2.3532512750164067,1.0655473748133084,0.42119034868021626,2.7214108938405666,-0.07846504355386097,1.1666392615434318,3.650722089214653,-0.016641002383365078,0.8025534336322995,3.6518583019038084,0.9687630667633544,0.9727813089342382,2.722547106529722,0.9069390255928584,1.3368671368453704,3.00198668211553,0.5244531862149717,0.6118718911562578,2.3537233419660026,0.07858454741517362,0.2435777885079905,3.287824575441235,0.1329266955220667,-0.10927036092626286,3.2881319437897796,1.121151260273814,0.04373981895049417,2.3540307103145466,1.0668091121669212,0.3965879683847475,2.710731452720852,-0.06445090469495085,1.1666628703368027,3.644832686196085,-0.010108756588057877,0.8138147209025495,3.645140054544629,0.9781158081636896,0.9668249007793065,2.7110388210693963,0.9237736600567965,1.3196730502135599,2.9994316982553157,0.5283501777894317,0.6052013446436485
7,2.2961706079634725,0.15887528567025738,0.3138106467236156,3.20857780669326,0.2642503328629882,-0.08167538733472024,3.153737067925652,1.2533012327042117,0.05533122161057491,2.241329869195864,1.1479261855114808,0.45081725566891073,2.701763503706833,0.05555821567504382,1.2220066530846432,3.6141707024366205,0.1609332628677746,0.8265206190263075,3.559329963669012,1.1499841627089982,0.9635272279716026,2.6469227649392244,1.0446091155162673,1.3590132620299384,2.9277502858162423,0.6544297241896277,0.6386689373476091,2.2225541731626115,-0.06724556363698947,0.046956317835958605,2.9638347212036287,0.24111982003875695,0.020670205110272927,3.2367443077246576,1.5014562074150188,0.059231789173947016,2.6773900923430594,1.068529135540094,1.2668680056457964,2.8894637080363346,-0.20158905124984094,0.9007389036663095,3.758912427009576,0.09389442727001933,1.0407207672539351,3.7013012510410754,1.1281354889119364,0.7094891125510812,2.1924685975334652,0.9106546298961611,1.61593290032698,2.9553336597568016,0.5843693867731445,0.707576000195535,2.307971206649928,0.1396141932475553,0.3427271655537535,3.17750989993528,0.36051961193080806,-0.0989777776786932,3.1130553543182815,1.2980154706362583,0.24299755251258826,2.2435166610329293,1.0771100519530057,0.684702495745035,2.7976119651953217,-0.12927669708996936,1.1721544478784818,3.667150658480674,0.0916287215932835,0.7304495046460351,3.602696112863675,1.0291245802987339,1.0724248348373164,2.733157419578323,0.808219161615481,1.5141297780697633,2.9553336597568016,0.5843693867731445,0.707576000195535,2.341764428450415,0.15487782181804122,0.3638491931326996,3.2481364376056865,0.26175679094712095,-0.0448887020736809,3.224561874861763,1.2405156879848263,0.15876605839355606,2.3181898657064917,1.1336367188557466,0.5675039535999364,2.7635866907970934,-0.02007333544432177,1.2534884860831013,3.669958699952365,0.08680563368475791,0.8447505908767208,3.6463841372084413,1.065564530722463,1.0484053513439577,2.74001212805317,0.9586855615933834,1.4571432465503382,2.9940742828294282,0.6102211762702523,0.7061272722383287,2.342801735744674,0.15111087175700455,0.35667831037279984,3.247713871119534,0.25258170933630936,-0.05664685988938667,3.227366068121697,1.2329483814236215,0.1394835945882652,2.322453932746837,1.1314775438443165,0.5528087648504518,2.7679134788951925,-0.017959697477866743,1.2458887176747635,3.6728256142700526,0.08351114010143801,0.832563547412577,3.6524778112722154,1.0638778121887502,1.028694001890229,2.7475656758973557,0.9624069746094452,1.4420191721524156,2.997639773508445,0.6074943419728773,0.6926861561315144
8,2.261688648628558,0.24847877195095747,0.4266762110066107,3.14784700902291,0.3719568533821774,-0.01995173674101758,3.0900467965949483,1.3577266484314712,0.13789960665445467,2.203888436200596,1.2342485670002514,0.5845275544020829,2.721452170176838,0.13441267455765737,1.3073614156506914,3.6076105305711903,0.2578907559888773,0.8607334679030632,3.5498103181432286,1.2436605510381713,1.0185848112985354,2.6636519577488764,1.1201824696069513,1.4652127590461637,2.9057494833858932,0.7460696614945643,0.722630511152573,2.325916771867619,-0.12524286166263893,0.4786304887619653,3.263442222941561,0.1067996225218375,0.026165795042640792,3.1075094121287483,1.0148355590822842,0.24523581475893963,2.3721237941110664,1.5591639399528345,0.9006681700125538,2.308151359789711,-0.14693483741687946,1.4618719958132893,3.761746315844853,0.41240506188069165,2.0165529150994796,3.7210774713511787,1.584330243092351,1.3047853403464962,2.859069333140616,1.0256016962148478,1.692903525194144,2.964879585146919,0.678869802958166,1.0158517556286886,2.3721485698126097,0.15160652949768794,0.668485401586591,3.331879522413301,0.20295832468502245,0.39229798016554296,3.2812836916724537,1.2016287931395473,0.40216496290920967,2.3215527390717625,1.1502769979522127,0.6783523843302577,2.6484754786213847,0.15611081277678485,1.6295385483481675,3.608206431222076,0.20746260796411925,1.3533511269271195,3.5576106004812287,1.2061330764186442,1.363218109670786,2.5978796478805375,1.1547812812313096,1.639405531091834,2.964879585146919,0.678869802958166,1.0158517556286886,2.3228584375508525,0.22133090108046338,0.46741602258009746,3.2060514941236233,0.35607361600277265,0.01817841774607243,3.1641011584651437,1.3327725840659845,0.22865239505062596,2.280908101892373,1.1980298691436753,0.677889999884651,2.7899881777299456,0.054287414049025484,1.3356822716538423,3.6731812343027164,0.18903012897133475,0.8864446668198172,3.6312308986442368,1.1657290970345466,1.0969186441243708,2.748037842071466,1.0309863821122374,1.5461562489583958,2.9770446680975446,0.693529999057505,0.7821673333522341,2.320108468716475,0.21620943686590227,0.4656167725072132,3.1928402909004974,0.36389067836279115,0.0002895570369665368,3.151495854321317,1.3359731713924305,0.23125765940010912,2.2787640321372944,1.1882919298955417,0.6965848748703557,2.806554564508502,0.03387491557270739,1.3200898956851606,3.6792863866925245,0.18155615706959627,0.8547626802149139,3.637941950113344,1.1536386500992357,1.0857307825780564,2.7652101279293215,1.0059574086023468,1.551057998048303,2.9790252094149094,0.684924043482569,0.7756737775426347
9,2.226095063127674,0.33669035442110185,0.537334001806158,3.0828216494304135,0.4788319133320183,0.04153632779746619,3.023337829190994,1.4609227366198607,0.220307941717384,2.166611242888254,1.3187811777089442,0.7161056157260758,2.738424284870665,0.21302389961551482,1.387172443219606,3.595150871173405,0.3551654585264314,0.8913747692109143,3.5356670509339847,1.3372562818142737,1.0701463831308322,2.6789404646312454,1.1951147229033574,1.5659440571395238,2.8808810570308294,0.8369733181176878,0.803740192468495,1.9942474987664025,0.26564477239909917,0.391724937457427,3.10738389124631,1.1732294833340708,-0.5186432299800582,3.229215886303348,0.9771079752629652,0.07872838198055396,2.4932964219784637,1.338065183437583,0.39278218234728396,2.5238331720926745,0.41690322429591753,1.168062453704465,3.6600884480479974,0.3688370104975755,0.6958946649291692,4.178850277731582,1.527431988509677,0.4626036071335501,2.7348767590620735,0.996578783472841,1.821674057578391,2.9902240444036066,0.8829748026512161,0.5616033818938477,2.2453700062603668,0.5154026585202784,0.31648467448722406,3.0735674594232485,0.5694005198003369,-0.24134434013257433,3.18604447806311,1.52848161662101,0.018487085986636065,2.3578470249002277,1.4744837553409513,0.5763161006064346,2.7944036107441033,0.23746798868142216,1.1047196778010595,3.6226010639069854,0.2914658499614807,0.5468906631812609,3.7350780825468464,1.2505469467821537,0.8067220893004714,2.9068806293839646,1.1965490855020953,1.3645511039202698,2.9902240444036066,0.8829748026512161,0.5616033818938477,2.2855727240013075,0.28729648669043906,0.5592661745290584,3.1256051765980493,0.4622316400366944,0.04570685886238168,3.074288247813882,1.4301975613344315,0.2914883635090568,2.2342557952171402,1.2552624079881762,0.8050476791757335,2.825676465336677,0.10718633336768768,1.3813660962329783,3.6657089179334186,0.28212148671394305,0.8678067805663017,3.6143919891492513,1.2500874080116802,1.1135882852129768,2.7743595365525096,1.0751522546654249,1.6271476008796535,2.9499823565752794,0.7686919473510596,0.8364272298710176,2.2831914474139188,0.27752569814300226,0.5805613284907223,3.122964251596463,0.4603121088687496,0.06931699804843261,3.0684816636014043,1.4255551003803446,0.32492923355977854,2.22870885941886,1.2427686896545973,0.836173564002068,2.82338889739008,0.0907234085645674,1.4011048188966284,3.663161701572624,0.2735098192903148,0.8898604884543388,3.6086791135775655,1.2387528108019097,1.1454727239656846,2.7689063093950215,1.0559664000761624,1.6567170544079741,2.945935280495742,0.758139254472456,0.8630170262282034
